Report Number,Date Reported,Date of Occurrence,City,Latitude,Longitude,Crime Description,Clean Category,Victim Age,Victim Gender,Weapon Used,Crime Domain,Severity,Case Closed,Date Case Closed,Crime_Hour,Crime_DayOfWeek,Crime_Month,Is_Weekend,Weapon_Risk,Lat_Round,Lon_Round,Area_Crime_Count,Area_Avg_Severity,Risk_Score,Hotspot_Level,Crime_Time_Period
23481,2022-09-06 04:00,2022-05-09 08:00:00,Nagpur,21.1458,79.0882,KIDNAPPING,Kidnapping,68,M,Blunt Object,Other Crime,4,No,,8,Monday,5,0,3.0,21.146,79.088,1053.0,2.375118708452042,422.51253561253566,High,Morning
23482,2022-09-05 11:00,2022-05-09 09:00:00,Surat,21.1702,72.8311,DOMESTIC VIOLENCE,Other,18,X,Explosives,Violent Crime,5,No,,9,Monday,5,0,2.0,21.17,72.831,1111.0,2.2997299729973,445.4899189918992,High,Morning
23483,2022-09-08 02:00,2022-05-09 10:00:00,Mumbai,19.076,72.8777,VEHICLE - STOLEN,Other,79,F,Other,Violent Crime,5,Yes,2022-11-03 02:00,10,Monday,5,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Morning
23484,2022-09-06 16:00,2022-05-09 11:00:00,Thane,,,VEHICLE - STOLEN,Other,60,F,Blunt Object,Violent Crime,5,Yes,2022-11-10 16:00,11,Monday,5,0,3.0,,,,,,,Morning
23485,2022-09-07 20:00,2022-05-09 12:00:00,Bangalore,12.9716,77.5946,ASSAULT,Assault,20,F,Explosives,Violent Crime,5,No,,12,Monday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Afternoon
23486,2022-09-06 16:00,2022-05-09 13:00:00,Delhi,28.7041,77.1025,BURGLARY,Burglary,19,F,Knife,Other Crime,3,No,,13,Monday,5,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Afternoon
23487,2022-09-06 02:00,2022-05-09 14:00:00,Nagpur,21.1458,79.0882,SEXUAL ASSAULT,Assault,71,F,Firearm,Violent Crime,5,Yes,2024-07-08 02:00,14,Monday,5,0,5.0,21.146,79.088,1053.0,2.375118708452042,422.9125356125356,High,Afternoon
23488,2022-09-07 05:00,2022-05-09 15:00:00,Delhi,28.7041,77.1025,DOMESTIC VIOLENCE,Other,45,M,Explosives,Violent Crime,5,Yes,2022-11-28 05:00,15,Monday,5,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Afternoon
23489,2022-09-08 00:00,2022-05-09 16:00:00,Mumbai,19.076,72.8777,COUNTERFEITING,Other,20,M,Firearm,Other Crime,1,Yes,2022-11-18 00:00,16,Monday,5,0,5.0,19.076,72.878,4415.0,2.3966024915062287,1767.718980747452,,Afternoon
23490,2022-09-07 22:00,2022-05-09 17:00:00,Bangalore,12.9716,77.5946,BURGLARY,Burglary,60,M,,Other Crime,3,No,,17,Monday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Evening
23491,2022-09-08 02:00,2022-05-09 18:00:00,Thane,,,BURGLARY,Burglary,45,X,Knife,Other Crime,3,Yes,2022-11-19 02:00,18,Monday,5,0,3.0,,,,,,,Evening
23492,2022-09-07 10:00,2022-05-09 19:00:00,Bangalore,12.9716,77.5946,TRAFFIC VIOLATION,Other,51,X,Explosives,Traffic Fatality,1,No,,19,Monday,5,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Evening
23493,2022-09-06 00:00,2022-05-09 20:00:00,Faridabad,,,ROBBERY,Robbery,44,F,Knife,Violent Crime,3,No,,20,Monday,5,0,3.0,,,,,,,Evening
23494,2022-09-08 00:00,2022-05-09 21:00:00,Delhi,28.7041,77.1025,KIDNAPPING,Kidnapping,44,M,,Other Crime,4,No,,21,Monday,5,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Night
23495,2022-09-06 12:00,2022-05-09 22:00:00,Mumbai,19.076,72.8777,ILLEGAL POSSESSION,Other,24,M,Explosives,Other Crime,1,No,,22,Monday,5,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Night
23496,2022-09-07 21:00,2022-05-09 23:00:00,Lucknow,26.8467,80.9462,BURGLARY,Burglary,32,M,Poison,Other Crime,3,Yes,2022-12-30 21:00,23,Monday,5,0,2.0,26.847,80.946,1456.0,2.3777472527472527,583.5133241758241,High,Night
23497,2022-09-08 11:00,2022-06-09 00:00:00,Bangalore,12.9716,77.5946,KIDNAPPING,Kidnapping,78,F,,Other Crime,4,Yes,2022-11-30 11:00,0,Thursday,6,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Night
23498,2022-09-08 16:00,2022-06-09 01:00:00,Delhi,28.7041,77.1025,BURGLARY,Burglary,30,M,Firearm,Other Crime,3,Yes,2023-01-24 16:00,1,Thursday,6,0,5.0,28.704,77.102,5400.0,2.385925925925926,2161.715777777778,,Night
23499,2022-09-07 09:00,2022-06-09 02:00:00,Kolkata,22.5726,88.3639,TRAFFIC VIOLATION,Other,68,X,Knife,Traffic Fatality,1,No,,2,Thursday,6,0,3.0,22.573,88.364,2518.0,2.3669579030976964,1008.5100873709292,,Night
23500,2022-09-08 20:00,2022-06-09 03:00:00,Delhi,28.7041,77.1025,DRUG OFFENSE,Other,19,X,,Other Crime,1,No,,3,Thursday,6,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Night
23501,2022-09-06 18:00,2022-06-09 04:00:00,Delhi,28.7041,77.1025,ASSAULT,Assault,13,X,Explosives,Violent Crime,5,No,,4,Thursday,6,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Night
23502,2022-09-07 16:00,2022-06-09 05:00:00,Delhi,28.7041,77.1025,PUBLIC INTOXICATION,Other,46,F,Knife,Other Crime,1,Yes,2022-09-14 16:00,5,Thursday,6,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Morning
23503,2022-09-08 11:00,2022-06-09 06:00:00,Thane,,,VANDALISM,Vandalism,75,F,Explosives,Other Crime,2,No,,6,Thursday,6,0,2.0,,,,,,,Morning
23504,2022-09-07 23:00,2022-06-09 07:00:00,Bangalore,12.9716,77.5946,DRUG OFFENSE,Other,19,M,Other,Other Crime,1,Yes,2022-11-21 23:00,7,Thursday,6,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Morning
23505,2022-09-08 19:00,2022-06-09 08:00:00,Nashik,,,DRUG OFFENSE,Other,28,M,Knife,Other Crime,1,No,,8,Thursday,6,0,3.0,,,,,,,Morning
23506,2022-09-06 22:00,2022-06-09 09:00:00,Mumbai,19.076,72.8777,ARSON,Other,19,M,Firearm,Fire Accident,1,Yes,2022-11-26 22:00,9,Thursday,6,0,5.0,19.076,72.878,4415.0,2.3966024915062287,1767.718980747452,,Morning
23507,2022-09-08 23:00,2022-06-09 10:00:00,Mumbai,19.076,72.8777,HOMICIDE,Homicide,64,F,Firearm,Other Crime,5,Yes,2023-06-01 23:00,10,Thursday,6,0,5.0,19.076,72.878,4415.0,2.3966024915062287,1767.718980747452,,Morning
23508,2022-09-07 12:00,2022-06-09 11:00:00,Kanpur,26.4499,80.3319,EXTORTION,Other,24,F,Firearm,Other Crime,1,No,,11,Thursday,6,0,5.0,26.45,80.332,1112.0,2.372302158273381,446.511690647482,High,Morning
23509,2022-09-07 06:00,2022-06-09 12:00:00,Indore,,,BURGLARY,Burglary,75,F,Other,Other Crime,3,No,,12,Thursday,6,0,2.0,,,,,,,Afternoon
23510,2022-09-07 21:00,2022-06-09 13:00:00,Pune,18.5204,73.8567,VANDALISM,Vandalism,64,M,Firearm,Other Crime,2,No,,13,Thursday,6,0,5.0,18.52,73.857,2212.0,2.3589511754068715,886.5076853526222,High,Afternoon
23511,2022-09-08 11:00,2022-06-09 14:00:00,Hyderabad,17.385,78.4867,CYBERCRIME,Other,61,X,Blunt Object,Other Crime,1,No,,14,Thursday,6,0,3.0,17.385,78.487,2881.0,2.393960430406109,1153.718188129122,,Afternoon
23512,2022-09-08 02:00,2022-06-09 15:00:00,Varanasi,25.3176,82.9739,FRAUD,Other,72,M,,Other Crime,1,Yes,2022-11-27 02:00,15,Thursday,6,0,2.0,25.318,82.974,355.0,2.309859154929577,143.09295774647887,High,Afternoon
23513,2022-09-09 04:00,2022-06-09 16:00:00,Hyderabad,17.385,78.4867,IDENTITY THEFT,Identity Theft,35,F,Knife,Violent Crime,2,Yes,2022-10-09 04:00,16,Thursday,6,0,3.0,17.385,78.487,2881.0,2.393960430406109,1153.718188129122,,Afternoon
23514,2022-09-07 15:00,2022-06-09 17:00:00,Pune,18.5204,73.8567,HOMICIDE,Homicide,70,M,,Other Crime,5,No,,17,Thursday,6,0,2.0,18.52,73.857,2212.0,2.3589511754068715,885.9076853526221,High,Evening
23515,2022-09-08 04:00,2022-06-09 18:00:00,Pune,18.5204,73.8567,KIDNAPPING,Kidnapping,77,M,Knife,Other Crime,4,Yes,2022-09-18 04:00,18,Thursday,6,0,3.0,18.52,73.857,2212.0,2.3589511754068715,886.1076853526222,High,Evening
23516,2022-09-07 05:00,2022-06-09 19:00:00,Hyderabad,17.385,78.4867,ARSON,Other,27,M,Blunt Object,Fire Accident,1,No,,19,Thursday,6,0,3.0,17.385,78.487,2881.0,2.393960430406109,1153.718188129122,,Evening
23517,2022-09-09 02:00,2022-06-09 20:00:00,Mumbai,19.076,72.8777,SHOPLIFTING,Other,30,X,Firearm,Other Crime,1,Yes,2022-10-03 02:00,20,Thursday,6,0,5.0,19.076,72.878,4415.0,2.3966024915062287,1767.718980747452,,Evening
23518,2022-09-08 20:00,2022-06-09 21:00:00,Delhi,28.7041,77.1025,ROBBERY,Robbery,23,X,Other,Violent Crime,3,Yes,2023-02-05 20:00,21,Thursday,6,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Night
23519,2022-09-08 16:00,2022-06-09 22:00:00,Mumbai,19.076,72.8777,COUNTERFEITING,Other,20,M,Poison,Other Crime,1,Yes,2022-09-30 16:00,22,Thursday,6,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Night
23520,2022-09-07 21:00,2022-06-09 23:00:00,Surat,21.1702,72.8311,DOMESTIC VIOLENCE,Other,45,F,Knife,Violent Crime,5,Yes,2022-10-03 21:00,23,Thursday,6,0,3.0,21.17,72.831,1111.0,2.2997299729973,445.6899189918992,High,Night
23521,2022-09-09 20:00,2022-07-09 00:00:00,Meerut,28.9845,77.7064,VEHICLE - STOLEN,Other,27,X,Poison,Violent Crime,5,No,,0,Saturday,7,1,2.0,28.984,77.706,395.0,2.551898734177215,159.26556962025316,High,Night
23522,2022-09-07 11:00,2022-07-09 01:00:00,Srinagar,,,KIDNAPPING,Kidnapping,39,M,Firearm,Other Crime,4,No,,1,Saturday,7,1,5.0,,,,,,,Night
23523,2022-09-07 19:00,2022-07-09 02:00:00,Meerut,28.9845,77.7064,CYBERCRIME,Other,59,M,Firearm,Other Crime,1,Yes,2022-12-03 19:00,2,Saturday,7,1,5.0,28.984,77.706,395.0,2.551898734177215,159.86556962025315,High,Night
23524,2022-09-08 23:00,2022-07-09 03:00:00,Visakhapatnam,17.6868,83.2185,ARSON,Other,18,F,Poison,Fire Accident,1,No,,3,Saturday,7,1,2.0,17.687,83.218,728.0,2.342032967032967,292.4026098901099,High,Night
23525,2022-09-09 15:00,2022-07-09 04:00:00,Mumbai,19.076,72.8777,PUBLIC INTOXICATION,Other,23,X,Poison,Other Crime,1,No,,4,Saturday,7,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Night
23526,2022-09-07 15:00,2022-07-09 05:00:00,Ahmedabad,23.0225,72.5714,ARSON,Other,18,X,Explosives,Fire Accident,1,Yes,2022-11-04 15:00,5,Saturday,7,1,2.0,23.022,72.571,1817.0,2.4446890478811225,728.0334067143644,High,Morning
23527,2022-09-09 08:00,2022-07-09 06:00:00,Mumbai,19.076,72.8777,PUBLIC INTOXICATION,Other,53,F,Other,Other Crime,1,Yes,2022-09-26 08:00,6,Saturday,7,1,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.218980747452,,Morning
23528,2022-09-08 13:00,2022-07-09 07:00:00,Thane,,,PUBLIC INTOXICATION,Other,39,F,Firearm,Other Crime,1,Yes,2022-10-01 13:00,7,Saturday,7,1,5.0,,,,,,,Morning
23529,2022-09-09 23:00,2022-07-09 08:00:00,Hyderabad,17.385,78.4867,DOMESTIC VIOLENCE,Other,31,M,Blunt Object,Violent Crime,5,Yes,2022-12-07 23:00,8,Saturday,7,1,3.0,17.385,78.487,2881.0,2.393960430406109,1153.8181881291218,,Morning
23530,2022-09-07 21:00,2022-07-09 09:00:00,Lucknow,26.8467,80.9462,HOMICIDE,Homicide,78,X,Knife,Other Crime,5,Yes,2023-07-16 21:00,9,Saturday,7,1,3.0,26.847,80.946,1456.0,2.3777472527472527,583.8133241758242,High,Morning
23531,2022-09-08 13:00,2022-07-09 10:00:00,Faridabad,,,ILLEGAL POSSESSION,Other,71,X,Poison,Other Crime,1,Yes,2022-10-09 13:00,10,Saturday,7,1,2.0,,,,,,,Morning
23532,2022-09-10 07:00,2022-07-09 11:00:00,Hyderabad,17.385,78.4867,FRAUD,Other,51,F,Poison,Other Crime,1,No,,11,Saturday,7,1,2.0,17.385,78.487,2881.0,2.393960430406109,1153.618188129122,,Morning
23533,2022-09-08 04:00,2022-07-09 12:00:00,Delhi,28.7041,77.1025,FIREARM OFFENSE,Other,48,X,Knife,Fire Accident,1,Yes,2022-10-19 04:00,12,Saturday,7,1,3.0,28.704,77.102,5400.0,2.385925925925926,2161.4157777777777,,Afternoon
23534,2022-09-10 09:00,2022-07-09 13:00:00,Thane,,,BURGLARY,Burglary,23,M,Explosives,Other Crime,3,Yes,2023-02-14 09:00,13,Saturday,7,1,2.0,,,,,,,Afternoon
23535,2022-09-09 08:00,2022-07-09 14:00:00,Kolkata,22.5726,88.3639,ASSAULT,Assault,72,F,,Violent Crime,5,Yes,2022-12-06 08:00,14,Saturday,7,1,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.4100873709292,,Afternoon
23536,2022-09-09 08:00,2022-07-09 15:00:00,Ludhiana,30.9,75.8573,FRAUD,Other,63,F,Explosives,Other Crime,1,Yes,2022-11-03 08:00,15,Saturday,7,1,2.0,30.9,75.857,761.0,2.3955321944809462,305.6186596583443,High,Afternoon
23537,2022-09-08 21:00,2022-07-09 16:00:00,Pune,18.5204,73.8567,VANDALISM,Vandalism,22,M,,Other Crime,2,No,,16,Saturday,7,1,2.0,18.52,73.857,2212.0,2.3589511754068715,886.0076853526222,High,Afternoon
23538,2022-09-10 14:00,2022-07-09 17:00:00,Ahmedabad,23.0225,72.5714,PUBLIC INTOXICATION,Other,69,X,Blunt Object,Other Crime,1,Yes,2022-09-11 14:00,17,Saturday,7,1,3.0,23.022,72.571,1817.0,2.4446890478811225,728.2334067143645,High,Evening
23539,2022-09-08 22:00,2022-07-09 18:00:00,Hyderabad,17.385,78.4867,IDENTITY THEFT,Identity Theft,53,M,Firearm,Violent Crime,2,Yes,2022-10-29 22:00,18,Saturday,7,1,5.0,17.385,78.487,2881.0,2.393960430406109,1154.218188129122,,Evening
23540,2022-09-08 20:00,2022-07-09 19:00:00,Lucknow,26.8467,80.9462,SHOPLIFTING,Other,21,M,Knife,Other Crime,1,Yes,2022-09-16 20:00,19,Saturday,7,1,3.0,26.847,80.946,1456.0,2.3777472527472527,583.8133241758242,High,Evening
23541,2022-09-08 22:00,2022-07-09 20:00:00,Ahmedabad,23.0225,72.5714,FRAUD,Other,56,M,Explosives,Other Crime,1,Yes,2022-10-05 22:00,20,Saturday,7,1,2.0,23.022,72.571,1817.0,2.4446890478811225,728.0334067143644,High,Evening
23542,2022-09-08 06:00,2022-07-09 21:00:00,Pune,18.5204,73.8567,ARSON,Other,24,M,Other,Fire Accident,1,Yes,2022-09-20 06:00,21,Saturday,7,1,2.0,18.52,73.857,2212.0,2.3589511754068715,886.0076853526222,High,Night
23543,2022-09-10 00:00,2022-07-09 22:00:00,Delhi,28.7041,77.1025,HOMICIDE,Homicide,50,F,Blunt Object,Other Crime,5,Yes,2023-10-13 00:00,22,Saturday,7,1,3.0,28.704,77.102,5400.0,2.385925925925926,2161.4157777777777,,Night
23544,2022-09-10 02:00,2022-07-09 23:00:00,Srinagar,,,COUNTERFEITING,Other,16,M,Explosives,Other Crime,1,No,,23,Saturday,7,1,2.0,,,,,,,Night
23545,2022-09-08 21:00,2022-08-09 00:00:00,Kolkata,22.5726,88.3639,SEXUAL ASSAULT,Assault,67,M,,Violent Crime,5,Yes,2023-04-15 21:00,0,Tuesday,8,0,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.3100873709292,,Night
23546,2022-09-10 19:00,2022-08-09 01:00:00,Bangalore,12.9716,77.5946,TRAFFIC VIOLATION,Other,64,F,Blunt Object,Traffic Fatality,1,No,,1,Tuesday,8,0,3.0,12.972,77.595,3588.0,2.38015607580825,1436.5140468227423,,Night
23547,2022-09-09 22:00,2022-08-09 02:00:00,Indore,,,IDENTITY THEFT,Identity Theft,64,X,Explosives,Violent Crime,2,No,,2,Tuesday,8,0,2.0,,,,,,,Night
23548,2022-09-09 23:00,2022-08-09 03:00:00,Mumbai,19.076,72.8777,PUBLIC INTOXICATION,Other,75,M,,Other Crime,1,No,,3,Tuesday,8,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Night
23549,2022-09-09 03:00,2022-08-09 04:00:00,Kalyan,,,FRAUD,Other,16,M,,Other Crime,1,Yes,2022-10-01 03:00,4,Tuesday,8,0,2.0,,,,,,,Night
23550,2022-09-10 04:00,2022-08-09 05:00:00,Hyderabad,17.385,78.4867,HOMICIDE,Homicide,24,F,Blunt Object,Other Crime,5,No,,5,Tuesday,8,0,3.0,17.385,78.487,2881.0,2.393960430406109,1153.718188129122,,Morning
23551,2022-09-09 11:00,2022-08-09 06:00:00,Ghaziabad,28.6692,77.4538,VANDALISM,Vandalism,58,X,Explosives,Other Crime,2,Yes,2022-09-25 11:00,6,Tuesday,8,0,2.0,28.669,77.454,704.0,2.375,282.7125,High,Morning
23552,2022-09-10 02:00,2022-08-09 07:00:00,Hyderabad,17.385,78.4867,DOMESTIC VIOLENCE,Other,59,X,Other,Violent Crime,5,Yes,2022-11-26 02:00,7,Tuesday,8,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Morning
23553,2022-09-08 13:00,2022-08-09 08:00:00,Mumbai,19.076,72.8777,ARSON,Other,25,F,Firearm,Fire Accident,1,Yes,2022-11-01 13:00,8,Tuesday,8,0,5.0,19.076,72.878,4415.0,2.3966024915062287,1767.718980747452,,Morning
23554,2022-09-09 12:00,2022-08-09 09:00:00,Meerut,28.9845,77.7064,ASSAULT,Assault,54,X,Explosives,Violent Crime,5,No,,9,Tuesday,8,0,2.0,28.984,77.706,395.0,2.551898734177215,159.16556962025317,High,Morning
23555,2022-09-11 08:00,2022-08-09 10:00:00,Agra,,,HOMICIDE,Homicide,77,M,Poison,Other Crime,5,No,,10,Tuesday,8,0,2.0,,,,,,,Morning
23556,2022-09-10 16:00,2022-08-09 11:00:00,Bhopal,23.2599,77.4126,CYBERCRIME,Other,66,M,Blunt Object,Other Crime,1,Yes,2022-10-03 16:00,11,Tuesday,8,0,3.0,23.26,77.413,690.0,2.408695652173913,277.3226086956522,High,Morning
23557,2022-09-08 13:00,2022-08-09 12:00:00,Delhi,28.7041,77.1025,KIDNAPPING,Kidnapping,38,X,Poison,Other Crime,4,Yes,2022-10-13 13:00,12,Tuesday,8,0,2.0,28.704,77.102,5400.0,2.385925925925926,2161.115777777778,,Afternoon
23558,2022-09-11 11:00,2022-08-09 13:00:00,Bangalore,12.9716,77.5946,IDENTITY THEFT,Identity Theft,62,F,Explosives,Violent Crime,2,Yes,2022-10-06 11:00,13,Tuesday,8,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Afternoon
23559,2022-09-09 04:00,2022-08-09 14:00:00,Bangalore,12.9716,77.5946,VEHICLE - STOLEN,Other,30,F,Poison,Violent Crime,5,No,,14,Tuesday,8,0,2.0,12.972,77.595,3588.0,2.38015607580825,1436.3140468227425,,Afternoon
23560,2022-09-09 10:00,2022-08-09 15:00:00,Lucknow,26.8467,80.9462,IDENTITY THEFT,Identity Theft,58,F,Poison,Violent Crime,2,Yes,2022-10-02 10:00,15,Tuesday,8,0,2.0,26.847,80.946,1456.0,2.3777472527472527,583.5133241758241,High,Afternoon
23561,2022-09-10 07:00,2022-08-09 16:00:00,Bhopal,23.2599,77.4126,COUNTERFEITING,Other,61,F,,Other Crime,1,Yes,2022-11-18 07:00,16,Tuesday,8,0,2.0,23.26,77.413,690.0,2.408695652173913,277.12260869565216,High,Afternoon
23562,2022-09-11 12:00,2022-08-09 17:00:00,Bangalore,12.9716,77.5946,SEXUAL ASSAULT,Assault,33,X,Knife,Violent Crime,5,Yes,2024-07-25 12:00,17,Tuesday,8,0,3.0,12.972,77.595,3588.0,2.38015607580825,1436.5140468227423,,Evening
23563,2022-09-10 06:00,2022-08-09 18:00:00,Rajkot,,,SHOPLIFTING,Other,75,X,Explosives,Other Crime,1,No,,18,Tuesday,8,0,2.0,,,,,,,Evening
23564,2022-09-09 17:00,2022-08-09 19:00:00,Agra,,,DRUG OFFENSE,Other,34,F,Poison,Other Crime,1,Yes,2022-11-25 17:00,19,Tuesday,8,0,2.0,,,,,,,Evening
23565,2022-09-11 10:00,2022-08-09 20:00:00,Ahmedabad,23.0225,72.5714,VEHICLE - STOLEN,Other,65,X,Poison,Violent Crime,5,Yes,2022-09-24 10:00,20,Tuesday,8,0,2.0,23.022,72.571,1817.0,2.4446890478811225,727.9334067143644,High,Evening
23566,2022-09-10 13:00,2022-08-09 21:00:00,Jaipur,26.9124,75.7873,FRAUD,Other,54,X,Poison,Other Crime,1,Yes,2022-10-13 13:00,21,Tuesday,8,0,2.0,26.912,75.787,1479.0,2.310344827586207,592.6931034482759,High,Night
23567,2022-09-11 00:00,2022-08-09 22:00:00,Chennai,13.0827,80.2707,TRAFFIC VIOLATION,Other,31,M,Knife,Traffic Fatality,1,No,,22,Tuesday,8,0,3.0,13.083,80.271,2493.0,2.4091456077015643,998.5227436823104,High,Night
23568,2022-09-11 18:00,2022-08-09 23:00:00,Kolkata,22.5726,88.3639,FIREARM OFFENSE,Other,33,X,Firearm,Fire Accident,1,Yes,2022-11-11 18:00,23,Tuesday,8,0,5.0,22.573,88.364,2518.0,2.3669579030976964,1008.9100873709292,,Night
23569,2022-09-10 18:00,2022-09-09 00:00:00,Pune,18.5204,73.8567,EXTORTION,Other,27,M,Knife,Other Crime,1,No,,0,Friday,9,0,3.0,18.52,73.857,2212.0,2.3589511754068715,886.1076853526222,High,Night
23570,2022-09-11 05:00,2022-09-09 01:00:00,Delhi,28.7041,77.1025,PUBLIC INTOXICATION,Other,15,F,Knife,Other Crime,1,Yes,2022-09-14 05:00,1,Friday,9,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Night
23571,2022-09-09 20:00,2022-09-09 02:00:00,Thane,,,FRAUD,Other,11,X,Blunt Object,Other Crime,1,Yes,2022-10-13 20:00,2,Friday,9,0,3.0,,,,,,,Night
23572,2022-09-10 22:00,2022-09-09 03:00:00,Patna,25.5941,85.1376,VANDALISM,Vandalism,67,M,Poison,Other Crime,2,Yes,2022-10-10 22:00,3,Friday,9,0,2.0,25.594,85.138,695.0,2.3884892086330933,279.1165467625899,High,Night
23573,2022-09-10 07:00,2022-09-09 04:00:00,Bangalore,12.9716,77.5946,ARSON,Other,27,F,Firearm,Fire Accident,1,No,,4,Friday,9,0,5.0,12.972,77.595,3588.0,2.38015607580825,1436.9140468227424,,Night
23574,2022-09-10 20:00,2022-09-09 05:00:00,Hyderabad,17.385,78.4867,BURGLARY,Burglary,15,X,Other,Other Crime,3,Yes,2023-02-06 20:00,5,Friday,9,0,2.0,17.385,78.487,2881.0,2.393960430406109,1153.518188129122,,Morning
23575,2022-09-10 21:00,2022-09-09 06:00:00,Kolkata,22.5726,88.3639,FIREARM OFFENSE,Other,55,F,Explosives,Fire Accident,1,Yes,2022-11-01 21:00,6,Friday,9,0,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.3100873709292,,Morning
23576,2022-09-10 10:00,2022-09-09 07:00:00,Nashik,,,ASSAULT,Assault,33,F,Explosives,Violent Crime,5,Yes,2022-10-27 10:00,7,Friday,9,0,2.0,,,,,,,Morning
23577,2022-09-10 02:00,2022-09-09 08:00:00,Chennai,13.0827,80.2707,COUNTERFEITING,Other,39,X,,Other Crime,1,Yes,2022-10-24 02:00,8,Friday,9,0,2.0,13.083,80.271,2493.0,2.4091456077015643,998.3227436823104,High,Morning
23578,2022-09-10 21:00,2022-09-09 09:00:00,Meerut,28.9845,77.7064,ROBBERY,Robbery,39,X,,Violent Crime,3,Yes,2022-11-21 21:00,9,Friday,9,0,2.0,28.984,77.706,395.0,2.551898734177215,159.16556962025317,High,Morning
23579,2022-09-10 18:00,2022-09-09 10:00:00,Lucknow,26.8467,80.9462,SEXUAL ASSAULT,Assault,47,F,Other,Violent Crime,5,Yes,2023-10-10 18:00,10,Friday,9,0,2.0,26.847,80.946,1456.0,2.3777472527472527,583.5133241758241,High,Morning
23580,2022-09-11 19:00,2022-09-09 11:00:00,Patna,25.5941,85.1376,ARSON,Other,27,F,Other,Fire Accident,1,No,,11,Friday,9,0,2.0,25.594,85.138,695.0,2.3884892086330933,279.1165467625899,High,Morning
23581,2022-09-10 21:00,2022-09-09 12:00:00,Varanasi,25.3176,82.9739,PUBLIC INTOXICATION,Other,22,F,,Other Crime,1,Yes,2022-10-01 21:00,12,Friday,9,0,2.0,25.318,82.974,355.0,2.309859154929577,143.09295774647887,High,Afternoon
23582,2022-09-12 02:00,2022-09-09 13:00:00,Mumbai,19.076,72.8777,DRUG OFFENSE,Other,32,X,,Other Crime,1,Yes,2022-12-09 02:00,13,Friday,9,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Afternoon
23583,2022-09-10 13:00,2022-09-09 14:00:00,Delhi,28.7041,77.1025,DRUG OFFENSE,Other,14,M,Knife,Other Crime,1,No,,14,Friday,9,0,3.0,28.704,77.102,5400.0,2.385925925925926,2161.315777777778,,Afternoon
23584,2022-09-11 01:00,2022-09-09 15:00:00,Surat,21.1702,72.8311,TRAFFIC VIOLATION,Other,34,M,Blunt Object,Traffic Fatality,1,Yes,2022-10-10 01:00,15,Friday,9,0,3.0,21.17,72.831,1111.0,2.2997299729973,445.6899189918992,High,Afternoon
23585,2022-09-12 01:00,2022-09-09 16:00:00,Mumbai,19.076,72.8777,SEXUAL ASSAULT,Assault,75,X,Poison,Violent Crime,5,No,,16,Friday,9,0,2.0,19.076,72.878,4415.0,2.3966024915062287,1767.118980747452,,Afternoon
23586,2022-09-11 05:00,2022-09-09 17:00:00,Kolkata,22.5726,88.3639,TRAFFIC VIOLATION,Other,21,F,Other,Traffic Fatality,1,Yes,2022-09-29 05:00,17,Friday,9,0,2.0,22.573,88.364,2518.0,2.3669579030976964,1008.3100873709292,,Evening
23587,2022-09-12 17:00,2022-09-09 18:00:00,Indore,,,ARSON,Other,36,X,Explosives,Fire Accident,1,No,,18,Friday,9,0,2.0,,,,,,,Evening
23588,2022-09-10 18:00,2022-09-09 19:00:00,Kolkata,22.5726,88.3639,IDENTITY THEFT,Identity Theft,73,X,Blunt Object,Violent Crime,2,Yes,2022-10-28 18:00,19,Friday,9,0,3.0,22.573,88.364,2518.0,2.3669579030976964,1008.5100873709292,,Evening
